iter	RMSE
588	0.8311234452
589	0.8284356769
590	0.8250286796
591	0.8225218703
592	0.8215105892
593	0.8186031522
594	0.816034932
595	0.8159997831
596	0.8146258242
597	0.8113761643
598	0.8092429305
599	0.8077681142
600	0.8064995142
601	0.8025650664
602	0.8017658094
603	0.799424942
604	0.7967602113
605	0.7947240616
606	0.7927167589
607	0.7912611582
608	0.788395013
609	0.7852589393
610	0.7836343122
611	0.7814887209
612	0.7802113536
613	0.778019059
614	0.7775507795
615	0.7755102534
616	0.7728448939
617	0.7704434693
618	0.7682115888
619	0.7660519014
620	0.7645142004
621	0.7634940053
622	0.7618121045
623	0.7596070379
624	0.7576769907
625	0.7563853764
626	0.7552947301
627	0.75295609
628	0.7517355755
629	0.7494900001
630	0.7481759748
631	0.7452736903
632	0.7449374132
633	0.7445392701
634	0.7436830811
635	0.7419061257
636	0.7391176727
637	0.7382530417
638	0.7359476825
639	0.7337162529
640	0.7333319178
641	0.7318048619
642	0.7290729885
643	0.72899446
644	0.7256967236
645	0.7235251704
646	0.7217426899
647	0.7191924845
648	0.7175574118
649	0.715055782
650	0.7121182692
651	0.7089021878
652	0.7072533283
653	0.7060276306
654	0.7048336572
655	0.7025026359
656	0.7003179465
657	0.6973785947
658	0.6960471233
659	0.6946133597
660	0.6945711111
661	0.6945366566
662	0.6930089725
663	0.6912684966
664	0.6884695388
665	0.686626115
666	0.6833242769
667	0.681934916
668	0.6800683207
669	0.6798301976
670	0.6778241254
671	0.676845572
672	0.6756738628
673	0.673708791
674	0.6736545871
675	0.6733360073
676	0.6717906549
677	0.6697953092
678	0.6671880919
679	0.6652181358
680	0.6635731276
681	0.6617402439
682	0.6601794458
683	0.6597426899
684	0.6592708443
685	0.6574937334
686	0.6566578515
687	0.6551651764
688	0.6527873738
689	0.6516992969
690	0.6501703743
691	0.6477686666
692	0.6474544744
693	0.6467703443
694	0.6452672642
695	0.644803022
696	0.6432964585
697	0.6432304469
698	0.6416213694
699	0.6412565254
700	0.640112141
701	0.6397617058
702	0.6380977407
703	0.6369369182
704	0.6348033192
705	0.6333501254
706	0.6314256885
707	0.6294784229
708	0.6294121021
709	0.6285317367
710	0.6275657736
711	0.627510713
712	0.6274370977
713	0.6256569654
714	0.6241385706
715	0.6241040788
716	0.6227805131
717	0.6213369759
718	0.620470823
719	0.6192171823
720	0.6172706402
721	0.6157076328
722	0.6141294776
723	0.6130277066
724	0.610614952
725	0.6102836403
726	0.6102562119
727	0.6101748689
728	0.6089128421
729	0.6075163285
730	0.6074311982
731	0.6066126434
732	0.6047436859
733	0.6027747493
734	0.6010635891
735	0.599495779
736	0.5980434892
737	0.5946144863
738	0.5941002604
739	0.5932591794
740	0.5920902062
741	0.5913065848
742	0.5901795164
743	0.588343407
744	0.5867005028
745	0.5858092736
746	0.5839514784
747	0.5820577358
748	0.5803982566
749	0.5794401099
750	0.5780185315
751	0.5771836107
752	0.5750078207
753	0.5743145999
754	0.5728122485
755	0.5712624216
756	0.5689821319
757	0.5684353528
758	0.5667790513
759	0.5642550114
760	0.5628840854
761	0.5609257854
762	0.5587069579
763	0.5569237132
764	0.5547751204
765	0.5547188976
766	0.5536645818
767	0.5525512293
768	0.5512449955
769	0.5498960771
770	0.5495845485
771	0.5489832636
772	0.5476907246
773	0.5470171589
774	0.5462173472
775	0.5442184791
776	0.5436403054
777	0.5415452289
778	0.5399634114
779	0.5388079953
780	0.5383072613
781	0.5371794843
782	0.5361676935
783	0.5348721866
784	0.5341453854
785	0.5326545654
786	0.5312433808
787	0.5302352546
788	0.5301783673
789	0.5300812192
790	0.5289990031
791	0.5288494846
792	0.5284359495
793	0.5277462766
794	0.5267593048
795	0.5253880542
796	0.5234969712
797	0.5218425189
798	0.5204156167
799	0.5191991524
800	0.5172057247
801	0.5165657381
802	0.515136637
803	0.5149149849
804	0.5142369136
805	0.5124854091
806	0.5120318006
807	0.5107884824
808	0.5100663063
809	0.5087633552
810	0.5059684746
811	0.5054955689
812	0.5046172465
813	0.5045035325
814	0.5030431249
815	0.501910308
816	0.5010307907
817	0.5004459773
818	0.5004073121
819	0.4997079205
820	0.4980447583
821	0.4966442922
822	0.4948877796
823	0.4941948303
824	0.4928788317
825	0.4919134139
826	0.4918356608
827	0.4906517109
828	0.4896101642
829	0.489524499
830	0.4888788441
831	0.4882748817
832	0.4872633699
833	0.4871426396
834	0.4849772797
835	0.4848960837
836	0.4848338639
837	0.4838358411
838	0.4827505603
839	0.4822372794
840	0.4812367278
841	0.4801819245
842	0.4788858188
843	0.4775101588
844	0.4773520506
845	0.4763282644
846	0.4753989298
847	0.4744927186
848	0.4734784003
849	0.4724023396
850	0.4717125918
851	0.470729923
852	0.4707071468
853	0.4695912072
854	0.4675892507
855	0.4658379502
856	0.464399233
857	0.4643502355
858	0.4636111628
859	0.4635846577
860	0.4627473132
861	0.4626484703
862	0.4611012017
863	0.4605848316
864	0.4594464486
865	0.4588566504
866	0.4581596911
867	0.4563204373
868	0.4550366107
869	0.4538749866
870	0.4523820832
871	0.4509835766
872	0.4503881341
873	0.4491915773
874	0.4482024135
875	0.447243026
876	0.4459964782
877	0.4449576085
878	0.4444590721
879	0.444263128
880	0.4430757833
881	0.4421174785
882	0.4412617704
883	0.4403588852
884	0.4392655056
885	0.4386186554
886	0.4380185213
887	0.4365174596
888	0.43634583
889	0.4346939514
890	0.4344769803
891	0.4340076069
892	0.4332598932
893	0.4324129508
894	0.4308348323
895	0.4303580082
896	0.4289866413
897	0.4280468698
898	0.4271973816
899	0.4259517215
900	0.4258248788
901	0.4243005839
902	0.4236180735
903	0.4229938961
904	0.4217091712
905	0.4200953688
906	0.4192533614
907	0.4184698862
908	0.4178317357
909	0.4167116895
910	0.4163541372
911	0.4162527741
912	0.4154041566
913	0.4144661442
914	0.4140699556
915	0.4128314941
916	0.4117624992
917	0.4104536341
918	0.409713151
919	0.4083481068
920	0.4072585313
921	0.4069874919
922	0.4059599843
923	0.4056117375
924	0.4052126749
925	0.4044694947
926	0.4043178472
927	0.4042954679
928	0.402930117
929	0.4023261988
930	0.4009028908
931	0.4002011621
932	0.3999735662
933	0.3990788147
934	0.3984490659
935	0.3981401558
936	0.3977606953
937	0.3975764427
938	0.3969515807
939	0.3957776772
940	0.3951940043
941	0.3940835332
942	0.3936888419
943	0.392367604
944	0.3914816745
945	0.3914265383
946	0.3904212548
947	0.3902311463
948	0.3897203369
949	0.3888746272
950	0.3879581989
951	0.3875310894
952	0.3869802191
953	0.3856929599
954	0.3848244034
955	0.3840037951
956	0.3838632468
957	0.3826989003
958	0.3815946664
959	0.3810777935
960	0.3806482258
961	0.3803189428
962	0.3802910891
963	0.3802651412
964	0.3790477329
965	0.3779131433
966	0.3778845821
967	0.3776601337
968	0.3771398538
969	0.3759673679
970	0.3759321386
971	0.3758771313
972	0.3751052025
973	0.3745392936
974	0.374441355
975	0.3733963678
976	0.3728460582
977	0.3724419201
978	0.3711646944
979	0.3711381673
980	0.3700482172
981	0.3687453334
982	0.3679880606
983	0.3673013796
984	0.3663057793
985	0.3656937362
986	0.3651362393
987	0.3640364818
988	0.3633612541
989	0.3626934245
990	0.3617576881
991	0.3612250204
992	0.3602902111
993	0.3593459968
994	0.3586984012
995	0.3579897305
996	0.3579729985
997	0.3574783206
998	0.3572771153
999	0.3567433099
