model,n_features,train_mae,test_mae,train_r2,test_r2,cv_mae,cv_std,n_train,n_test
LGBM_with_nan,33,0.3431280633166573,2.831706335045156,0.9984865781813731,0.8971609526805616,2.8011459499611875,0.17368357910476534,848,212
